treatment	query_seq	tag_length	what_id	what_description	what_e_value	what_definition	what_def	gene_length	protein_id	kid	pathway	path_class	who_db	who_db	who_id	who_e_value	phylum	family	trophic_state	genus_sp
plusFe	lcl|FLDA00M02IWVCQ	255	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	3.11E-24	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	4.68E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01CH0RO	242	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	1.20E-23	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	2.18E-35	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01BNBKP	254	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	9.05E-32	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	1.03E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01ESC5M	232	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	8.39E-25	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	8.48E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01EVVLG	263	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	1.25E-36	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	1.08E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01B3R97	255	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	2.09E-28	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	2.97E-42	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01C9T59	259	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	3.65E-33	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	9.16E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02JGD9G	243	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	1.01E-22	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	2.76E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02I3K6Z	271	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	7.58E-26	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	2.38E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HIURU	250	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	3.14E-24	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	4.58E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01A7KLA	216	lcl|pti:PHATRDRAFT_50819	Tkl; transketolase ; K00615 transketolase	2.40E-24	transketolase	transketolase	711	pti:PHATRDRAFT_50819	K00615	Pentose phosphate pathway	Pentose phosphate pathway	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	2.59E-36	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01DVQDQ	257	lcl|tps:THAPSDRAFT_21175*	TKT2; transketolase (EC:2.2.1.1)	5.85E-31	transketolase	transketolase	663	tps:THAPSDRAFT_21175	K00615	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014201	1.84E-56	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02H4S97	262	lcl|pti:PHATRDRAFT_17401	DHLTA_1; dihydrolipoamide acetyltransferase (EC:2.3.1.12); K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	1.82E-24	pyruvate dehydrogenase E2 component (dihydrolipoamide	pyruvate dehydrogenase E2 component (dihydrolipoamide	492	pti:PHATRDRAFT_17401	K00627	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000017115	1.29E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02JDCVU	241	lcl|tps:THAPSDRAFT_5219	MCT1; malonyl coa-acyl carrier protein transacylase (EC:2.3.1.39); K00645	5.22E-25	[acyl-carrier-protein] S-malonyltransferase	[acyl-carrier-protein] S-malonyltransferase	356	tps:THAPSDRAFT_5219	K00645	Fatty acid biosynthesis	Fatty acid biosynthesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015304	6.94E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HFHAW	250	lcl|tps:THAPSDRAFT_12152*	3-oxoacyl-	2.09E-28	3-oxoacyl-[acyl-carrier-protein] synthase I	3-oxoacyl-[acyl-carrier-protein] synthase I	419	NA	K00647	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014503	3.71E-48	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02JF3MW	250	lcl|tps:THAPSDRAFT_12152*	3-oxoacyl-	1.01E-22	3-oxoacyl-[acyl-carrier-protein] synthase I	3-oxoacyl-[acyl-carrier-protein] synthase I	419	NA	K00647	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014503	8.56E-32	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HF86R	272	lcl|pti:PHATRDRAFT_11916	NA	2.59E-24	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase	144	pti:PHATRDRAFT_11916	K00655	Glycerolipid metabolism	Glycerolipid metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000027634	2.79E-32	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02IHBX7	250	lcl|pti:PHATRDRAFT_46137	"TPS1; bifunctional trehalose-6-phosphate synthase ; K00697 alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	1.54E-27	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	1201	pti:PHATRDRAFT_46137	K00697	Starch and sucrose metabolism	Starch and sucrose metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014760	8.98E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01D2M4R	271	lcl|pti:PHATRDRAFT_46137	"TPS1; bifunctional trehalose-6-phosphate synthase ; K00697 alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	9.55E-21	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	1201	pti:PHATRDRAFT_46137	K00697	Starch and sucrose metabolism	Starch and sucrose metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014760	4.77E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01CCQW3	251	lcl|pti:PHATRDRAFT_54686*	Cellobiose phosphorylase	2.24E-30	cellobiose phosphorylase	cellobiose phosphorylase	1226	NA	K00702	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014958	2.43E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02GN15Z	261	lcl|pti:PHATRDRAFT_54686*	Cellobiose phosphorylase	3.09E-32	cellobiose phosphorylase	cellobiose phosphorylase	1226	NA	K00702	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014958	5.38E-53	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02G7TQO	234	lcl|pti:PHATRDRAFT_10025	NA	2.94E-22	ATP phosphoribosyltransferase	ATP phosphoribosyltransferase	295	pti:PHATRDRAFT_10025	K00765	Histidine metabolism	Histidine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000016901	1.73E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02F8P62	266	lcl|pti:PHATRDRAFT_28937*	anthranilate phosphoribosyltransferase	5.61E-37	anthranilate phosphoribosyltransferase	anthranilate phosphoribosyltransferase	357	NA	K00766	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015969	2.48E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01CPDRB	270	lcl|pti:PHATRDRAFT_28937*	anthranilate phosphoribosyltransferase	3.61E-36	anthranilate phosphoribosyltransferase	anthranilate phosphoribosyltransferase	357	NA	K00766	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015969	2.53E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02H1U2C	184	lcl|pti:PHATRDRAFT_28937*	anthranilate phosphoribosyltransferase	1.31E-22	anthranilate phosphoribosyltransferase	anthranilate phosphoribosyltransferase	357	NA	K00766	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015969	8.22E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HLYIJ	272	lcl|pti:PHATRDRAFT_28937*	anthranilate phosphoribosyltransferase	4.42E-34	anthranilate phosphoribosyltransferase	anthranilate phosphoribosyltransferase	357	NA	K00766	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015969	2.03E-48	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01B8BWY	236	lcl|pti:PHATRDRAFT_bd913	NA	6.00E-23	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	386	pti:PHATRDRAFT_bd913	K00789	Cysteine and methionine metabolism	Cysteine and methionine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	1.03E-31	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01D2WP2	253	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	4.80E-33	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	2.24E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02G0L4U	267	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	4.88E-26	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	6.99E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01DSJ6L	254	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	8.75E-35	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	4.68E-52	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02IW2LU	249	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	4.09E-32	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	7.98E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01DOXL4	261	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	1.82E-27	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	2.20E-38	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HV324	249	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	7.71E-31	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	2.26E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02FD1VH	249	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	7.71E-31	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	3.08E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02GC4XR	267	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	1.81E-27	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	1.70E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01ESSNF	246	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	3.96E-27	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	3.54E-47	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01EC9CP	269	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	2.70E-23	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	5.17E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02GO58K	191	lcl|tps:THAPSDRAFT_21815*	AMS1; probable S-adenosylmethionine synthetase	1.49E-21	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase	465	NA	K00789	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000014243	4.34E-34	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02I1NAN	261	lcl|pti:PHATRDRAFT_55177	spermine/spermidine synthase ; K00797 spermidine synthase	2.79E-36	spermidine synthase	spermidine synthase	299	pti:PHATRDRAFT_55177	K00797	Cysteine and methionine metabolism	Cysteine and methionine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015606	4.24E-54	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02F1BV8	299	lcl|tps:THAPSDRAFT_270372	NA	3.30E-21	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	486	tps:THAPSDRAFT_270372	K00800	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000017476	3.09E-30	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02GA8HS	259	lcl|pti:PHATRDRAFT_50793	NA	5.11E-35	branched-chain amino acid aminotransferase	branched-chain amino acid aminotransferase	409	pti:PHATRDRAFT_50793	K00826	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014907	1.95E-51	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02FU1RW	289	lcl|pti:PHATRDRAFT_42458	PSAT; phosphoserine transaminase (EC:2.6.1.52); K00831 phosphoserine aminotransferase	1.34E-29	phosphoserine aminotransferase	phosphoserine aminotransferase	409	pti:PHATRDRAFT_42458	K00831	"Glycine, serine and threonine metabolism"	"Glycine, serine and threonine metabolism"	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015055	5.46E-54	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01CL197	215	lcl|tps:THAPSDRAFT_3018*	phosphoserine transaminase	7.21E-21	phosphoserine aminotransferase	phosphoserine aminotransferase	514	NA	K00831	NA	NA	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|deg7180000015055	5.29E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02FDFTC	288	lcl|pti:PHATRDRAFT_51242	NA	5.14E-27	adenosine kinase	adenosine kinase	342	pti:PHATRDRAFT_51242	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	1.52E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02H1NUF	274	lcl|pti:PHATRDRAFT_51242	NA	8.92E-27	adenosine kinase	adenosine kinase	342	pti:PHATRDRAFT_51242	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	7.36E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02F7Q0D	285	lcl|pti:PHATRDRAFT_51242	NA	5.83E-27	adenosine kinase	adenosine kinase	342	pti:PHATRDRAFT_51242	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	5.10E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01AV27V	242	lcl|pti:PHATRDRAFT_51242	NA	7.28E-21	adenosine kinase	adenosine kinase	342	pti:PHATRDRAFT_51242	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	2.76E-30	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02GF9K3	277	lcl|pti:PHATRDRAFT_51242	NA	1.28E-25	adenosine kinase	adenosine kinase	342	pti:PHATRDRAFT_51242	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	1.37E-46	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02JKYG3	269	lcl|tps:THAPSDRAFT_644	AK2; adenosine kinase (EC:2.7.1.20); K00856 adenosine kinase	3.29E-29	adenosine kinase	adenosine kinase	337	tps:THAPSDRAFT_644	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	2.85E-53	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01BZ737	284	lcl|tps:THAPSDRAFT_644	AK2; adenosine kinase (EC:2.7.1.20); K00856 adenosine kinase	7.62E-27	adenosine kinase	adenosine kinase	337	tps:THAPSDRAFT_644	K00856	Purine metabolism	Purine metabolism	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014938	1.40E-44	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HWTGO	266	lcl|pti:PHATRDRAFT_49098	PK2; kinase pyruvate kinase 2 ; K00873 pyruvate kinase	1.30E-25	pyruvate kinase	pyruvate kinase	513	pti:PHATRDRAFT_49098	K00873	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014352	6.96E-48	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HMD5S	265	lcl|pti:PHATRDRAFT_49098	PK2; kinase pyruvate kinase 2 ; K00873 pyruvate kinase	6.63E-38	pyruvate kinase	pyruvate kinase	513	pti:PHATRDRAFT_49098	K00873	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014352	5.70E-53	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01DQ787	266	lcl|pti:PHATRDRAFT_51700	CMK; 4-diphosphocytidyl-2c-methyl-d-erythritol kinase ; K00919 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1.10E-32	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	355	pti:PHATRDRAFT_51700	K00919	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000015392	2.45E-43	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01EWFWU	271	lcl|pti:PHATRDRAFT_29157	NA	3.61E-36	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	1.73E-50	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HUBY2	249	lcl|pti:PHATRDRAFT_29157	NA	3.97E-25	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	4.91E-40	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01BVCP0	217	lcl|pti:PHATRDRAFT_29157	NA	2.55E-26	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	5.44E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M02HJEMJ	263	lcl|pti:PHATRDRAFT_29157	NA	4.63E-23	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	1.51E-37	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01ESWIL	271	lcl|pti:PHATRDRAFT_29157	NA	2.88E-26	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	7.16E-41	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
plusFe	lcl|FLDA00M01EQR13	254	lcl|pti:PHATRDRAFT_29157	NA	1.75E-29	phosphoglycerate kinase	phosphoglycerate kinase	441	pti:PHATRDRAFT_29157	K00927	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	P.granii_UWOSP36_454_assembled_na	P.granii_UWOSP36_454_assembled_na	lcl|ctg7180000014624	5.09E-45	heterokontophyta (d)	bacillariaceae	autotroph	Pseudo-nitzschia granii
